Date,Hour,NOx,NO,NO2
,,ug/m3,ug/m3,ug/m3
28/01/2018,10,0.6,-0.1,0.8
28/01/2018,11,1.0,-0.3,1.3
28/01/2018,12,1.1,-0.1,1.3
28/01/2018,13,1.1,-0.3,1.5
28/01/2018,14,1.3,-0.1,1.5
28/01/2018,15,2.1,0.0,1.9
28/01/2018,16,1.7,0.0,1.7
28/01/2018,17,1.5,-0.1,1.7
28/01/2018,18,2.5,0.0,2.5
28/01/2018,19,1.9,0.0,1.9
28/01/2018,20,1.9,-0.1,2.1
28/01/2018,21,1.3,-0.3,1.7
28/01/2018,22,1.0,-0.4,1.5
28/01/2018,23,0.8,-0.3,1.3
28/01/2018,24,0.2,-0.4,0.8
29/01/2018,1,0.6,-0.3,0.8
29/01/2018,2,0.0,-0.4,0.6
29/01/2018,3,0.0,-0.4,0.6
29/01/2018,4,1.0,-0.1,1.1
29/01/2018,5,-0.2,-0.4,0.4
29/01/2018,6,0.4,-0.4,1.0
29/01/2018,7,1.1,0.0,1.3
29/01/2018,8,7.8,1.5,5.5
29/01/2018,9,14.7,1.9,11.8
29/01/2018,10,68.0,18.5,39.9
29/01/2018,11,43.5,8.6,30.2
29/01/2018,12,22.5,3.4,17.4
29/01/2018,13,10.9,2.3,7.3
29/01/2018,14,8.0,1.5,5.7
29/01/2018,15,18.3,6.9,7.8
29/01/2018,16,14.9,3.0,10.3
29/01/2018,17,14.5,2.3,11.1
29/01/2018,18,20.1,2.0,16.8
29/01/2018,19,44.7,6.0,35.5
29/01/2018,20,91.3,21.0,59.2
29/01/2018,21,46.8,7.1,35.9
29/01/2018,22,50.8,10.8,34.4
29/01/2018,23,12.0,0.8,10.9
29/01/2018,24,13.9,0.3,13.6
30/01/2018,1,8.4,-0.3,8.8
30/01/2018,2,4.0,-0.3,4.6
30/01/2018,3,0.8,-0.1,1.1
30/01/2018,4,0.4,-0.4,0.8
30/01/2018,5,0.8,-0.3,1.1
30/01/2018,6,1.0,-0.3,1.1
30/01/2018,7,5.0,0.4,4.4
30/01/2018,8,9.0,1.5,6.7
30/01/2018,9,17.0,2.1,13.8
30/01/2018,10,32.9,3.9,26.9
30/01/2018,11,38.6,6.3,29.0
30/01/2018,12,21.0,3.3,15.9
30/01/2018,13,13.2,2.5,9.4
30/01/2018,14,15.9,2.6,11.8
30/01/2018,15,11.5,1.8,8.8
30/01/2018,16,18.5,3.9,12.6
30/01/2018,17,16.6,2.9,12.2
30/01/2018,18,12.4,2.1,9.0
30/01/2018,19,8.8,1.3,6.9
30/01/2018,20,6.3,0.8,5.2
30/01/2018,21,3.6,0.0,3.8
30/01/2018,22,9.6,1.9,6.5
30/01/2018,23,1.5,-0.4,2.1
30/01/2018,24,0.4,-0.4,1.0
31/01/2018,1,0.4,-0.3,0.8
31/01/2018,2,0.2,-0.3,0.8
31/01/2018,3,0.2,-0.4,0.8
31/01/2018,4,0.2,-0.4,0.6
31/01/2018,5,0.2,-0.4,0.6
31/01/2018,6,0.4,-0.3,0.8
31/01/2018,7,5.9,1.8,3.2
31/01/2018,8,3.8,0.8,2.9
31/01/2018,9,7.3,1.3,5.2
31/01/2018,10,10.5,1.3,8.6
31/01/2018,11,13.2,2.9,8.6
31/01/2018,12,9.6,2.4,5.9
31/01/2018,13,10.5,2.0,7.4
31/01/2018,14,8.0,1.3,6.1
31/01/2018,15,9.6,2.3,6.1
31/01/2018,16,10.5,2.5,6.7
31/01/2018,17,9.2,1.9,6.3
31/01/2018,18,11.5,2.4,8.0
31/01/2018,19,10.5,2.8,6.3
31/01/2018,20,8.0,1.8,5.5
31/01/2018,21,4.0,0.3,3.4
31/01/2018,22,4.0,0.4,3.4
31/01/2018,23,3.1,0.1,2.9
31/01/2018,24,1.3,-0.3,1.7
01/02/2018,1,3.6,0.3,3.4
01/02/2018,2,3.6,0.3,3.2
01/02/2018,3,3.8,0.5,2.9
01/02/2018,4,2.3,0.0,2.3
01/02/2018,5,1.0,-0.4,1.5
01/02/2018,6,1.5,-0.1,1.7
01/02/2018,7,5.5,1.1,3.8
01/02/2018,8,13.0,2.8,8.8
01/02/2018,9,11.5,2.4,7.8
01/02/2018,10,16.8,3.1,12.0
01/02/2018,11,18.1,4.0,11.8
01/02/2018,12,12.4,2.8,8.2
01/02/2018,13,9.2,1.8,6.5
01/02/2018,14,14.7,3.3,9.7
01/02/2018,15,12.8,3.0,8.4
01/02/2018,16,10.7,2.3,7.1
01/02/2018,17,14.5,2.6,10.5
01/02/2018,18,18.9,4.0,12.8
01/02/2018,19,23.1,4.4,16.4
01/02/2018,20,18.0,2.6,13.8
01/02/2018,21,14.3,2.3,10.9
01/02/2018,22,14.3,2.3,11.1
01/02/2018,23,9.7,0.8,8.6
01/02/2018,24,9.0,0.6,8.0
02/02/2018,1,7.8,1.1,6.1
02/02/2018,2,8.0,1.4,5.9
02/02/2018,3,2.5,0.0,2.5
02/02/2018,4,7.1,1.1,5.3
02/02/2018,5,4.6,0.5,3.8
02/02/2018,6,3.2,0.3,2.9
02/02/2018,7,8.0,2.0,5.0
02/02/2018,8,14.5,3.0,9.9
02/02/2018,9,33.8,6.3,24.3
02/02/2018,10,68.6,14.8,46.0
02/02/2018,11,53.3,10.6,37.1
02/02/2018,12,49.7,8.9,36.1
02/02/2018,13,32.3,6.1,22.9
02/02/2018,14,24.6,3.4,19.5
02/02/2018,15,25.8,4.3,19.1
02/02/2018,16,25.6,4.9,18.1
02/02/2018,17,29.0,5.5,20.6
02/02/2018,18,30.9,4.9,23.5
02/02/2018,19,18.5,1.8,16.0
02/02/2018,20,15.3,1.1,13.6
02/02/2018,21,13.8,0.8,12.6
02/02/2018,22,9.9,0.4,9.4
02/02/2018,23,5.7,-0.1,5.9
02/02/2018,24,4.6,-0.4,5.2
03/02/2018,1,7.4,0.4,7.1
03/02/2018,2,9.9,0.3,9.4
03/02/2018,3,5.3,-0.3,5.7
03/02/2018,4,2.5,-0.1,2.9
03/02/2018,5,0.6,-0.3,1.0
03/02/2018,6,2.3,-0.1,2.5
03/02/2018,7,1.1,-0.4,1.7
03/02/2018,8,2.3,0.1,2.3
03/02/2018,9,2.1,-0.3,2.3
03/02/2018,10,5.9,0.8,5.0
03/02/2018,11,6.1,0.5,5.2
03/02/2018,12,11.5,1.9,8.6
03/02/2018,13,9.0,1.6,6.5
03/02/2018,14,9.9,1.8,7.3
03/02/2018,15,9.9,1.6,7.4
03/02/2018,16,9.2,1.5,6.9
03/02/2018,17,11.5,1.8,8.8
03/02/2018,18,16.0,2.5,12.4
03/02/2018,19,15.5,1.6,13.0
03/02/2018,20,12.6,0.6,11.5
03/02/2018,21,12.4,0.4,11.7
03/02/2018,22,9.7,0.8,8.4
03/02/2018,23,15.9,1.0,14.3
03/02/2018,24,5.3,-0.4,5.9
04/02/2018,1,4.2,-0.1,4.4
04/02/2018,2,9.9,0.8,8.8
04/02/2018,3,4.0,0.0,3.8
04/02/2018,4,4.0,0.1,3.8
04/02/2018,5,1.7,-0.4,2.3
04/02/2018,6,5.2,0.3,5.0
04/02/2018,7,4.8,-0.5,5.5
04/02/2018,8,6.3,-0.5,6.9
04/02/2018,9,16.0,0.1,15.9
04/02/2018,10,14.7,0.4,14.1
04/02/2018,11,17.4,1.1,15.7
04/02/2018,12,9.7,0.8,8.6
04/02/2018,13,5.7,0.1,5.5
04/02/2018,14,3.1,-0.1,3.2
04/02/2018,15,3.6,-0.1,3.8
04/02/2018,16,4.6,0.0,4.6
04/02/2018,17,5.9,0.1,5.7
04/02/2018,18,8.6,0.1,8.4
04/02/2018,19,32.1,2.3,28.7
04/02/2018,20,48.9,3.5,43.5
04/02/2018,21,96.5,28.0,53.9
04/02/2018,22,213.5,100.3,60.4
04/02/2018,23,103.9,40.0,42.8
04/02/2018,24,92.1,35.8,37.2
05/02/2018,1,76.6,29.4,31.9
05/02/2018,2,60.5,22.8,25.8
05/02/2018,3,79.6,35.8,25.0
05/02/2018,4,72.8,32.3,23.5
05/02/2018,5,58.1,24.4,20.8
05/02/2018,6,47.4,16.1,22.7
05/02/2018,7,38.6,9.6,23.9
05/02/2018,8,20.6,2.0,17.6
05/02/2018,9,22.3,2.9,18.0
05/02/2018,10,49.5,14.9,26.7
05/02/2018,11,42.8,13.4,22.3
05/02/2018,12,21.6,5.4,13.4
05/02/2018,13,17.0,4.1,10.7
05/02/2018,14,18.9,4.6,11.8
05/02/2018,15,17.2,3.5,11.8
05/02/2018,16,21.0,4.0,14.9
05/02/2018,17,24.4,5.0,16.8
05/02/2018,18,25.8,5.0,18.3
05/02/2018,19,22.9,4.3,16.4
05/02/2018,20,16.2,2.4,12.6
05/02/2018,21,16.0,0.6,15.1
05/02/2018,22,23.3,1.0,21.8
05/02/2018,23,22.2,0.3,21.8
05/02/2018,24,8.6,-0.1,8.8
06/02/2018,1,2.1,-0.4,2.9
06/02/2018,2,3.1,0.1,2.9
06/02/2018,3,4.2,0.4,3.6
06/02/2018,4,4.0,0.5,3.2
06/02/2018,5,0.8,-0.3,1.1
06/02/2018,6,3.8,0.5,3.1
06/02/2018,7,7.4,1.3,5.3
06/02/2018,8,10.1,2.1,6.9
06/02/2018,9,11.1,1.6,8.4
06/02/2018,10,24.3,3.1,19.7
06/02/2018,11,30.4,6.0,21.2
06/02/2018,12,20.4,4.4,13.8
06/02/2018,13,17.0,3.9,11.3
06/02/2018,14,14.9,3.3,9.9
06/02/2018,15,17.0,3.8,11.3
06/02/2018,16,18.3,4.0,12.2
06/02/2018,17,28.1,5.8,19.3
06/02/2018,18,23.3,3.0,18.9
06/02/2018,19,86.5,22.9,51.4
06/02/2018,20,59.4,8.9,45.8
06/02/2018,21,46.6,6.8,36.3
06/02/2018,22,68.0,13.3,47.8
06/02/2018,23,17.0,0.4,16.4
06/02/2018,24,17.4,0.1,17.2
07/02/2018,1,6.9,-0.4,7.4
07/02/2018,2,2.9,-0.6,3.8
07/02/2018,3,7.1,-0.4,7.6
07/02/2018,4,1.9,-0.6,2.9
07/02/2018,5,5.7,-0.6,6.7
07/02/2018,6,5.5,-0.6,6.5
07/02/2018,7,17.0,0.6,16.0
07/02/2018,8,27.5,4.0,21.6
07/02/2018,9,93.6,33.9,41.8
07/02/2018,10,134.3,52.9,53.5
07/02/2018,11,154.5,61.0,61.3
07/02/2018,12,69.0,18.6,40.5
07/02/2018,13,31.9,5.5,23.5
07/02/2018,14,27.1,4.3,20.6
07/02/2018,15,23.5,3.9,17.6
07/02/2018,16,28.8,4.9,21.4
07/02/2018,17,26.9,4.0,20.8
07/02/2018,18,28.3,4.4,21.4
07/02/2018,19,36.3,4.9,28.8
07/02/2018,20,26.0,2.6,22.0
07/02/2018,21,18.3,1.3,16.2
07/02/2018,22,20.6,1.1,18.9
07/02/2018,23,4.2,-0.8,5.3
07/02/2018,24,2.1,-0.6,3.2
08/02/2018,1,1.0,-0.6,1.9
08/02/2018,2,1.0,-0.8,2.1
08/02/2018,3,0.6,-0.8,1.7
08/02/2018,4,-0.4,-0.8,0.8
08/02/2018,5,-0.2,-0.8,1.0
08/02/2018,6,2.1,-0.1,2.1
08/02/2018,7,7.4,1.0,5.9
08/02/2018,8,13.0,0.8,12.0
08/02/2018,9,27.9,2.3,24.6
08/02/2018,10,55.6,9.6,40.9
08/02/2018,11,46.6,7.0,35.9
08/02/2018,12,29.4,4.1,23.3
08/02/2018,13,18.7,2.3,15.5
08/02/2018,14,14.5,1.5,12.2
08/02/2018,15,9.6,1.5,7.3
08/02/2018,16,11.5,2.0,8.4
08/02/2018,17,9.2,1.3,7.3
08/02/2018,18,12.2,1.6,9.7
08/02/2018,19,22.0,1.1,20.2
08/02/2018,20,61.7,10.4,45.8
08/02/2018,21,10.9,0.4,10.3
08/02/2018,22,5.0,-0.1,5.2
08/02/2018,23,2.7,0.1,2.7
08/02/2018,24,1.9,-0.3,2.5
09/02/2018,1,0.8,-0.5,1.5
09/02/2018,2,1.9,-0.1,2.1
09/02/2018,3,1.7,-0.1,1.9
09/02/2018,4,3.2,0.3,2.9
09/02/2018,5,1.3,-0.3,1.7
09/02/2018,6,3.2,0.1,3.1
09/02/2018,7,5.7,1.3,3.6
09/02/2018,8,7.4,0.9,6.1
09/02/2018,9,8.0,0.8,6.9
09/02/2018,10,18.0,1.9,15.1
09/02/2018,11,58.1,14.8,35.5
09/02/2018,12,13.4,2.0,10.3
09/02/2018,13,19.5,3.0,14.9
09/02/2018,14,20.2,4.8,13.0
09/02/2018,15,16.2,2.8,12.0
09/02/2018,16,17.2,2.4,13.6
09/02/2018,17,14.9,2.0,11.8
09/02/2018,18,23.9,5.3,15.9
09/02/2018,19,31.1,3.8,25.4
09/02/2018,20,23.1,1.5,20.8
09/02/2018,21,12.2,0.8,11.1
09/02/2018,22,10.7,0.5,9.9
09/02/2018,23,6.9,-0.1,7.1
09/02/2018,24,2.9,-0.6,3.8
10/02/2018,1,1.7,-0.5,2.5
10/02/2018,2,0.0,-0.8,1.1
10/02/2018,3,-0.2,-0.9,1.0
10/02/2018,4,-0.2,-0.8,0.8
10/02/2018,5,-0.4,-0.6,0.6
10/02/2018,6,-0.2,-0.5,0.6
10/02/2018,7,-0.6,-0.8,0.6
10/02/2018,8,-0.4,-0.9,0.8
10/02/2018,9,0.8,-0.6,1.7
10/02/2018,10,1.1,-0.6,2.1
10/02/2018,11,1.5,-0.4,2.1
10/02/2018,12,2.1,-0.3,2.5
10/02/2018,13,4.2,-0.1,4.4
10/02/2018,14,4.2,-0.1,4.4
10/02/2018,15,6.3,-0.3,6.7
10/02/2018,16,18.0,0.8,16.8
10/02/2018,17,13.8,0.8,12.6
10/02/2018,18,13.2,-0.1,13.4
10/02/2018,19,9.9,1.1,8.2
10/02/2018,20,4.8,-0.1,5.0
10/02/2018,21,3.2,-0.3,3.6
10/02/2018,22,7.3,0.8,6.1
10/02/2018,23,2.7,-0.3,3.1
10/02/2018,24,1.1,-0.4,1.9
11/02/2018,1,1.0,-0.5,1.9
11/02/2018,2,0.2,-0.6,1.1
11/02/2018,3,-0.2,-0.8,1.0
11/02/2018,4,0.0,-0.5,0.8
11/02/2018,5,1.7,-0.1,1.9
11/02/2018,6,1.0,-0.4,1.3
11/02/2018,7,1.5,-0.4,1.9
11/02/2018,8,1.1,-0.6,2.1
11/02/2018,9,2.9,0.1,2.7
11/02/2018,10,7.8,1.4,5.7
11/02/2018,11,1.3,-0.5,2.1
11/02/2018,12,4.6,0.6,3.8
11/02/2018,13,6.9,0.9,5.5
11/02/2018,14,8.0,1.0,6.5
11/02/2018,15,4.2,0.3,3.8
11/02/2018,16,1.9,-0.1,2.1
11/02/2018,17,3.8,0.0,3.8
11/02/2018,18,7.3,0.1,7.1
11/02/2018,19,6.7,0.0,6.7
11/02/2018,20,5.7,-0.1,5.9
11/02/2018,21,10.1,0.3,9.7
11/02/2018,22,22.9,1.6,20.4
11/02/2018,23,11.3,0.0,11.3
11/02/2018,24,1.5,-0.5,2.3
12/02/2018,1,1.5,-0.5,2.5
12/02/2018,2,4.0,-0.6,5.0
12/02/2018,3,9.4,-0.6,10.3
12/02/2018,4,1.7,-0.5,2.7
12/02/2018,5,1.3,-0.8,2.5
12/02/2018,6,2.5,-0.1,2.7
12/02/2018,7,10.9,2.4,7.3
12/02/2018,8,7.6,1.3,5.7
12/02/2018,9,20.8,1.5,18.7
12/02/2018,10,32.5,4.5,25.6
12/02/2018,11,42.6,8.4,29.8
12/02/2018,12,22.3,4.6,15.3
12/02/2018,13,19.5,4.6,12.4
12/02/2018,14,17.0,3.6,11.5
12/02/2018,15,15.7,3.3,10.7
12/02/2018,16,18.7,4.5,11.8
12/02/2018,17,14.7,3.4,9.7
12/02/2018,18,12.8,2.5,9.0
12/02/2018,19,10.1,1.6,7.6
12/02/2018,20,6.5,0.5,5.7
12/02/2018,21,4.8,0.3,4.4
12/02/2018,22,4.0,0.0,4.0
12/02/2018,23,1.1,-0.8,2.3
12/02/2018,24,2.1,-0.9,3.2
13/02/2018,1,2.7,-0.8,4.0
13/02/2018,2,2.9,-0.4,3.4
13/02/2018,3,5.7,1.0,4.2
13/02/2018,4,3.1,0.1,2.9
13/02/2018,5,3.4,0.4,2.9
13/02/2018,6,6.9,0.8,5.7
13/02/2018,7,5.5,0.4,5.0
13/02/2018,8,11.5,0.8,10.3
13/02/2018,9,18.9,2.5,15.3
13/02/2018,10,52.5,11.8,34.6
13/02/2018,11,24.1,4.4,17.2
13/02/2018,12,25.8,5.4,17.6
13/02/2018,13,16.8,3.4,11.7
13/02/2018,14,,,
13/02/2018,15,,,
13/02/2018,16,,,
13/02/2018,17,24.3,3.6,18.7
13/02/2018,18,33.6,4.9,26.2
13/02/2018,19,41.1,7.8,29.2
13/02/2018,20,26.9,3.5,21.6
13/02/2018,21,15.7,1.1,13.9
13/02/2018,22,12.0,1.4,9.9
13/02/2018,23,5.7,0.0,5.7
13/02/2018,24,5.2,-0.1,5.3
14/02/2018,1,3.4,-0.3,3.8
14/02/2018,2,1.5,-0.5,2.3
14/02/2018,3,1.1,-0.6,2.3
14/02/2018,4,1.0,-0.5,1.7
14/02/2018,5,0.0,-0.6,1.0
14/02/2018,6,-0.4,-0.6,0.6
14/02/2018,7,1.1,-0.3,1.5
14/02/2018,8,5.9,1.4,3.8
14/02/2018,9,7.4,1.5,5.2
14/02/2018,10,16.6,3.0,12.2
14/02/2018,11,19.7,3.3,14.7
14/02/2018,12,19.9,3.1,15.3
14/02/2018,13,8.6,1.6,6.1
14/02/2018,14,5.9,0.8,4.8
14/02/2018,15,5.9,0.9,4.6
14/02/2018,16,8.0,1.6,5.5
14/02/2018,17,9.4,2.0,6.1
14/02/2018,18,9.4,1.6,6.9
14/02/2018,19,8.0,0.6,7.1
14/02/2018,20,7.3,0.0,7.4
14/02/2018,21,5.5,-0.4,6.1
14/02/2018,22,10.7,0.6,9.6
14/02/2018,23,3.2,-0.5,4.0
14/02/2018,24,0.4,-0.6,1.3
15/02/2018,1,0.0,-0.8,1.1
15/02/2018,2,-0.2,-0.6,0.8
15/02/2018,3,-0.6,-0.8,0.6
15/02/2018,4,-0.2,-0.6,0.6
15/02/2018,5,-0.6,-0.6,0.4
15/02/2018,6,0.6,-0.4,1.0
15/02/2018,7,7.1,1.9,4.2
15/02/2018,8,4.4,1.1,2.7
15/02/2018,9,5.7,0.9,4.2
15/02/2018,10,13.0,2.5,9.0
15/02/2018,11,11.7,2.6,7.8
15/02/2018,12,8.6,1.9,5.9
15/02/2018,13,7.1,1.5,4.8
15/02/2018,14,10.3,2.3,6.9
15/02/2018,15,6.5,1.1,4.8
15/02/2018,16,9.9,2.4,6.5
15/02/2018,17,8.2,1.6,5.9
15/02/2018,18,8.2,1.6,5.7
15/02/2018,19,5.7,0.1,5.5
15/02/2018,20,6.3,-0.1,6.5
15/02/2018,21,8.0,0.1,7.8
15/02/2018,22,8.0,0.3,7.6
15/02/2018,23,8.0,-0.4,8.6
15/02/2018,24,3.2,-0.5,4.0
16/02/2018,1,5.9,-0.6,6.9
16/02/2018,2,3.4,-0.8,4.6
16/02/2018,3,5.2,-0.4,5.7
16/02/2018,4,1.0,-0.8,1.9
16/02/2018,5,-0.2,-0.6,0.8
16/02/2018,6,1.1,-0.4,1.5
16/02/2018,7,6.5,1.0,5.0
16/02/2018,8,7.6,0.4,7.1
16/02/2018,9,7.6,0.9,6.3
16/02/2018,10,11.7,2.1,8.4
16/02/2018,11,14.9,3.0,10.3
16/02/2018,12,14.1,2.4,10.5
16/02/2018,13,16.6,3.4,11.5
16/02/2018,14,16.0,2.9,11.7
16/02/2018,15,16.6,3.3,11.7
16/02/2018,16,17.8,3.9,12.0
16/02/2018,17,17.2,3.0,12.6
16/02/2018,18,30.6,3.0,26.0
16/02/2018,19,24.1,1.8,21.4
16/02/2018,20,25.4,1.4,23.5
16/02/2018,21,22.9,1.4,20.8
16/02/2018,22,28.3,2.0,25.4
16/02/2018,23,16.2,0.4,15.9
16/02/2018,24,41.6,2.0,38.6
17/02/2018,1,9.9,-0.5,10.7
17/02/2018,2,6.9,-0.6,7.8
17/02/2018,3,8.8,-0.4,9.4
17/02/2018,4,1.7,-0.8,2.9
17/02/2018,5,0.8,-0.8,1.9
17/02/2018,6,0.0,-0.8,1.1
17/02/2018,7,2.9,-0.5,3.6
17/02/2018,8,9.7,-0.5,10.5
17/02/2018,9,52.5,9.1,38.6
17/02/2018,10,113.3,36.8,57.1
17/02/2018,11,27.5,3.6,22.0
17/02/2018,12,10.1,0.3,9.9
17/02/2018,13,9.7,0.8,8.4
17/02/2018,14,7.1,0.4,6.5
17/02/2018,15,10.3,0.4,9.9
17/02/2018,16,10.1,0.1,9.7
17/02/2018,17,5.7,-0.1,5.9
17/02/2018,18,11.8,0.5,11.1
17/02/2018,19,20.1,0.5,19.3
17/02/2018,20,41.4,2.4,37.8
17/02/2018,21,77.2,15.4,53.7
17/02/2018,22,61.1,7.1,50.2
17/02/2018,23,92.8,27.8,50.4
17/02/2018,24,54.8,9.1,40.9
18/02/2018,1,40.7,4.4,34.0
18/02/2018,2,17.4,0.0,17.6
18/02/2018,3,14.7,-0.4,15.5
18/02/2018,4,9.0,-0.6,9.9
18/02/2018,5,6.9,-0.5,7.6
18/02/2018,6,2.9,-0.5,3.6
18/02/2018,7,1.7,-1.0,3.2
18/02/2018,8,1.7,-0.6,2.7
18/02/2018,9,3.4,-0.5,4.2
18/02/2018,10,3.4,-0.4,4.0
18/02/2018,11,5.7,0.1,5.5
18/02/2018,12,12.8,0.8,11.7
18/02/2018,13,22.2,2.3,18.7
18/02/2018,14,5.7,0.1,5.5
18/02/2018,15,2.3,-0.6,3.2
18/02/2018,16,2.1,-0.8,3.2
18/02/2018,17,1.9,-0.6,2.7
18/02/2018,18,2.1,-0.5,2.9
18/02/2018,19,1.7,-0.6,2.7
18/02/2018,20,2.3,-0.4,2.9
18/02/2018,21,1.3,-0.5,2.1
18/02/2018,22,1.3,-0.5,2.1
18/02/2018,23,0.4,-0.8,1.5
18/02/2018,24,0.0,-0.9,1.3
19/02/2018,1,1.1,-0.5,2.1
19/02/2018,2,2.7,-0.8,3.8
19/02/2018,3,7.6,-0.6,8.6
19/02/2018,4,19.7,-0.1,20.1
19/02/2018,5,12.8,-0.5,13.6
19/02/2018,6,11.7,-0.3,12.0
19/02/2018,7,7.3,0.0,7.4
19/02/2018,8,13.4,0.3,13.0
19/02/2018,9,27.9,3.3,22.9
19/02/2018,10,58.4,13.1,38.4
19/02/2018,11,45.3,8.3,32.7
19/02/2018,12,24.8,4.5,18.1
19/02/2018,13,15.7,2.9,11.3
19/02/2018,14,21.2,3.6,15.7
19/02/2018,15,22.3,3.1,17.6
19/02/2018,16,10.5,1.9,7.6
19/02/2018,17,14.9,2.5,11.1
19/02/2018,18,15.7,2.4,12.0
19/02/2018,19,14.9,1.1,13.4
19/02/2018,20,12.2,0.3,11.8
19/02/2018,21,90.3,20.6,58.8
19/02/2018,22,105.6,35.3,51.8
19/02/2018,23,6.9,-0.3,7.3
19/02/2018,24,10.5,-0.1,10.7
20/02/2018,1,4.8,-0.4,5.3
20/02/2018,2,12.6,-0.5,13.4
20/02/2018,3,7.6,0.0,7.6
20/02/2018,4,1.5,-0.5,2.3
20/02/2018,5,1.9,-0.5,2.7
20/02/2018,6,4.4,-0.5,5.2
20/02/2018,7,10.5,-0.1,10.7
20/02/2018,8,29.0,2.5,25.2
20/02/2018,9,27.9,3.5,22.5
20/02/2018,10,48.1,9.0,34.4
20/02/2018,11,35.9,7.0,25.2
20/02/2018,12,26.0,4.8,18.7
20/02/2018,13,17.4,3.4,12.2
20/02/2018,14,20.1,3.3,15.1
20/02/2018,15,16.6,2.6,12.6
20/02/2018,16,0.0,0.0,0.0
20/02/2018,17,24.3,2.8,20.1
20/02/2018,18,22.2,2.9,17.8
20/02/2018,19,46.4,5.8,37.8
20/02/2018,20,91.3,21.9,57.9
20/02/2018,21,184.1,75.0,69.5
20/02/2018,22,235.1,110.5,66.3
20/02/2018,23,159.5,69.8,52.7
20/02/2018,24,159.5,75.0,44.9
21/02/2018,1,141.1,67.4,38.2
21/02/2018,2,96.5,44.1,29.0
21/02/2018,3,89.2,43.0,23.3
21/02/2018,4,86.5,42.9,21.0
21/02/2018,5,49.7,21.4,17.0
21/02/2018,6,42.4,17.5,15.7
21/02/2018,7,36.3,10.1,20.8
21/02/2018,8,68.0,27.1,26.5
21/02/2018,9,47.8,11.0,30.9
21/02/2018,10,92.1,30.3,45.6
21/02/2018,11,109.3,42.1,44.9
21/02/2018,12,58.4,18.1,30.9
21/02/2018,13,21.6,5.0,13.9
21/02/2018,14,15.7,3.5,10.3
21/02/2018,15,15.7,3.6,10.1
21/02/2018,16,17.8,4.1,11.5
21/02/2018,17,20.6,4.1,14.3
21/02/2018,18,26.5,5.6,18.0
21/02/2018,19,72.4,19.1,43.2
21/02/2018,20,67.6,15.8,43.5
21/02/2018,21,39.5,4.0,33.4
21/02/2018,22,36.3,4.1,30.0
21/02/2018,23,28.1,3.8,22.3
21/02/2018,24,19.9,0.9,18.5
22/02/2018,1,17.0,0.4,16.4
22/02/2018,2,10.3,-0.1,10.5
22/02/2018,3,5.5,-0.3,5.9
22/02/2018,4,3.8,-0.6,4.8
22/02/2018,5,2.5,-0.5,3.2
22/02/2018,6,1.9,-0.5,2.7
22/02/2018,7,1.7,-0.5,2.5
22/02/2018,8,7.1,0.9,5.7
22/02/2018,9,11.5,1.6,9.0
22/02/2018,10,18.5,3.9,12.6
22/02/2018,11,23.9,5.5,15.5
22/02/2018,12,15.1,3.0,10.7
22/02/2018,13,14.1,3.0,9.6
22/02/2018,14,13.4,2.6,9.4
22/02/2018,15,13.4,2.4,9.7
22/02/2018,16,18.1,3.5,12.8
22/02/2018,17,23.9,5.0,16.2
22/02/2018,18,20.4,3.6,14.7
22/02/2018,19,22.0,3.0,17.4
22/02/2018,20,16.8,0.8,15.7
22/02/2018,21,12.6,0.1,12.4
22/02/2018,22,12.8,0.1,12.6
22/02/2018,23,9.6,0.4,9.0
22/02/2018,24,5.7,-0.1,6.1
23/02/2018,1,4.0,-0.4,4.4
23/02/2018,2,2.9,-0.4,3.4
23/02/2018,3,2.5,-0.3,2.9
23/02/2018,4,2.5,-0.5,3.2
23/02/2018,5,2.1,-0.4,2.7
23/02/2018,6,1.5,-0.6,2.5
23/02/2018,7,2.5,-0.6,3.4
23/02/2018,8,8.0,1.4,5.9
23/02/2018,9,11.7,2.0,8.6
23/02/2018,10,14.3,2.9,9.9
23/02/2018,11,12.2,2.4,8.6
23/02/2018,12,13.4,2.9,9.0
23/02/2018,13,12.2,2.3,8.8
23/02/2018,14,13.9,3.1,9.2
23/02/2018,15,13.4,2.8,9.0
23/02/2018,16,15.3,3.4,10.1
23/02/2018,17,13.8,2.6,9.7
23/02/2018,18,16.0,3.0,11.5
23/02/2018,19,16.4,2.3,13.2
23/02/2018,20,13.6,1.0,12.0
23/02/2018,21,10.1,0.3,9.7
23/02/2018,22,9.7,0.6,8.8
23/02/2018,23,8.8,0.0,8.8
23/02/2018,24,8.2,0.0,8.2
24/02/2018,1,7.1,-0.3,7.4
24/02/2018,2,5.9,-0.1,6.1
24/02/2018,3,5.3,-0.3,5.7
24/02/2018,4,3.4,-0.4,4.0
24/02/2018,5,2.9,-0.4,3.4
24/02/2018,6,2.7,-0.4,3.2
24/02/2018,7,2.5,-0.5,3.2
24/02/2018,8,2.9,-0.5,3.6
24/02/2018,9,4.4,-0.4,5.0
24/02/2018,10,7.3,0.4,6.5
24/02/2018,11,8.0,0.5,7.3
24/02/2018,12,9.7,0.9,8.4
24/02/2018,13,11.5,0.9,9.9
24/02/2018,14,15.1,2.6,10.9
24/02/2018,15,21.2,5.0,13.6
24/02/2018,16,13.4,1.4,11.1
