Date,Hour,NOx,NO,NO2
,,ug/m3,ug/m3,ug/m3
20/03/2018,1,11.8,-0.4,12.4
20/03/2018,2,14.9,-0.3,15.5
20/03/2018,3,12.6,-0.3,13.0
20/03/2018,4,12.4,-0.3,12.8
20/03/2018,5,14.1,-0.3,14.5
20/03/2018,6,11.1,0.5,10.3
20/03/2018,7,16.2,0.5,15.5
20/03/2018,8,51.6,13.8,30.6
20/03/2018,9,147.6,68.1,43.7
20/03/2018,10,130.6,54.0,48.3
20/03/2018,11,31.7,7.1,20.8
20/03/2018,12,72.2,34.0,20.2
20/03/2018,13,11.1,2.1,7.8
20/03/2018,14,9.4,1.3,7.4
20/03/2018,15,12.8,3.3,7.8
20/03/2018,16,13.8,2.6,9.6
20/03/2018,17,12.0,1.8,9.4
20/03/2018,18,21.6,3.8,16.0
20/03/2018,19,14.9,1.4,12.6
20/03/2018,20,16.2,1.1,14.5
20/03/2018,21,16.2,0.0,16.0
20/03/2018,22,39.7,2.5,35.9
20/03/2018,23,38.0,1.4,36.1
20/03/2018,24,30.0,0.8,28.8
21/03/2018,1,9.2,-0.3,9.6
21/03/2018,2,4.6,-0.6,5.5
21/03/2018,3,4.2,-0.4,4.8
21/03/2018,4,4.2,-0.6,5.2
21/03/2018,5,4.6,-0.6,5.5
21/03/2018,6,5.5,-0.8,6.7
21/03/2018,7,7.8,-0.4,8.4
21/03/2018,8,12.4,0.5,11.5
21/03/2018,9,21.2,2.1,18.0
21/03/2018,10,15.1,1.9,12.2
21/03/2018,11,12.4,1.9,9.6
21/03/2018,12,8.0,1.0,6.3
21/03/2018,13,7.3,1.0,5.7
21/03/2018,14,,,
21/03/2018,15,,,
21/03/2018,16,,,
21/03/2018,17,15.7,2.8,11.5
21/03/2018,18,11.7,1.5,9.4
21/03/2018,19,6.9,-0.1,7.1
21/03/2018,20,7.3,-0.4,7.8
21/03/2018,21,7.4,-0.3,7.8
21/03/2018,22,9.2,-0.4,9.7
21/03/2018,23,5.2,-0.6,6.1
21/03/2018,24,2.5,-0.6,3.4
22/03/2018,1,1.5,-0.9,2.9
22/03/2018,2,0.6,-0.8,1.5
22/03/2018,3,0.0,-0.6,1.0
22/03/2018,4,-0.2,-0.8,1.0
22/03/2018,5,1.0,-0.5,1.7
22/03/2018,6,1.3,-0.5,1.9
22/03/2018,7,1.0,-0.5,1.7
22/03/2018,8,6.5,0.9,5.0
22/03/2018,9,11.3,1.9,8.6
22/03/2018,10,11.3,1.8,8.6
22/03/2018,11,17.8,2.6,13.6
22/03/2018,12,12.2,1.4,10.1
22/03/2018,13,13.2,2.3,9.7
22/03/2018,14,16.6,2.9,12.2
22/03/2018,15,14.7,2.0,11.7
22/03/2018,16,14.7,1.9,11.8
22/03/2018,17,10.3,1.0,8.8
22/03/2018,18,20.4,2.3,17.0
22/03/2018,19,21.2,2.3,17.8
22/03/2018,20,19.7,1.5,17.4
22/03/2018,21,10.3,0.4,9.7
22/03/2018,22,13.6,0.5,12.8
22/03/2018,23,9.0,-0.4,9.7
22/03/2018,24,4.2,-0.4,4.8
23/03/2018,1,4.0,-0.8,5.2
23/03/2018,2,2.1,-0.6,3.1
23/03/2018,3,1.5,-0.5,2.3
23/03/2018,4,0.0,-0.8,1.1
23/03/2018,5,-0.6,-0.9,0.8
23/03/2018,6,0.4,-0.5,1.1
23/03/2018,7,0.8,-0.5,1.5
23/03/2018,8,7.3,0.6,6.3
23/03/2018,9,20.2,3.3,15.5
23/03/2018,10,12.0,1.4,9.9
23/03/2018,11,10.5,1.5,8.4
23/03/2018,12,8.2,1.1,6.5
23/03/2018,13,8.8,1.5,6.3
23/03/2018,14,7.8,0.9,6.5
23/03/2018,15,10.1,1.3,8.2
23/03/2018,16,7.8,0.8,6.9
23/03/2018,17,10.9,1.0,9.4
23/03/2018,18,9.0,0.8,7.8
23/03/2018,19,13.0,0.4,12.4
23/03/2018,20,12.0,0.1,11.8
23/03/2018,21,11.7,-0.1,11.8
23/03/2018,22,9.4,-0.4,9.9
23/03/2018,23,11.5,-0.4,12.0
23/03/2018,24,8.0,-0.5,8.8
24/03/2018,1,6.3,-0.5,7.1
24/03/2018,2,8.4,0.1,8.2
24/03/2018,3,9.4,-0.1,9.6
24/03/2018,4,9.4,-0.4,9.7
24/03/2018,5,15.3,0.8,13.9
24/03/2018,6,5.9,-0.4,6.3
24/03/2018,7,4.6,-0.5,5.2
24/03/2018,8,23.5,3.9,17.6
24/03/2018,9,26.9,5.4,18.7
24/03/2018,10,25.0,4.6,18.1
24/03/2018,11,7.3,0.5,6.5
24/03/2018,12,4.6,0.1,4.4
24/03/2018,13,3.1,0.0,3.2
24/03/2018,14,2.5,-0.1,2.7
24/03/2018,15,2.1,-0.4,2.5
24/03/2018,16,1.9,-0.4,2.7
24/03/2018,17,2.3,-0.3,2.7
24/03/2018,18,1.9,-0.4,2.5
24/03/2018,19,3.4,-0.3,3.8
24/03/2018,20,6.7,-0.1,6.9
24/03/2018,21,12.6,-0.5,13.4
24/03/2018,22,14.9,-0.1,15.3
24/03/2018,23,24.6,0.4,23.9
24/03/2018,24,25.0,0.5,24.3
25/03/2018,1,19.7,0.5,18.9
25/03/2018,2,8.2,-0.3,8.6
25/03/2018,3,19.9,1.6,17.6
25/03/2018,4,22.7,2.1,19.3
25/03/2018,5,7.8,-0.4,8.4
25/03/2018,6,8.2,-0.6,9.2
25/03/2018,7,7.3,-0.5,8.0
25/03/2018,8,60.5,20.6,29.0
25/03/2018,9,56.3,18.9,27.5
25/03/2018,10,11.3,1.0,9.9
25/03/2018,11,5.0,0.1,4.8
25/03/2018,12,1.3,-0.6,2.3
25/03/2018,13,2.3,-0.4,2.7
25/03/2018,14,4.6,0.0,4.6
25/03/2018,15,3.2,-0.3,3.6
25/03/2018,16,2.7,-0.3,2.9
25/03/2018,17,2.3,-0.4,2.7
25/03/2018,18,5.3,0.1,5.3
25/03/2018,19,2.7,-0.4,3.2
25/03/2018,20,5.9,-0.4,6.5
25/03/2018,21,13.2,-0.5,13.9
25/03/2018,22,10.9,-0.8,11.8
25/03/2018,23,30.6,0.4,30.0
25/03/2018,24,45.3,4.6,38.4
26/03/2018,1,54.2,5.6,45.5
26/03/2018,2,68.8,17.1,42.6
26/03/2018,3,25.0,0.8,23.9
26/03/2018,4,10.1,-0.5,10.9
26/03/2018,5,11.3,-0.4,11.7
26/03/2018,6,10.1,-0.1,10.3
26/03/2018,7,13.6,0.4,13.0
26/03/2018,8,16.8,1.5,14.5
26/03/2018,9,27.5,3.6,22.0
26/03/2018,10,25.2,4.5,18.3
26/03/2018,11,19.7,3.0,15.1
26/03/2018,12,17.2,2.6,13.2
26/03/2018,13,18.9,3.0,14.5
26/03/2018,14,18.9,3.1,14.1
26/03/2018,15,17.6,2.8,13.2
26/03/2018,16,16.4,2.5,12.8
26/03/2018,17,18.0,2.9,13.6
26/03/2018,18,16.6,2.3,13.2
26/03/2018,19,12.0,1.4,10.1
26/03/2018,20,11.7,1.3,9.7
26/03/2018,21,9.9,0.6,9.0
26/03/2018,22,7.6,0.3,7.3
26/03/2018,23,3.1,-0.6,4.0
26/03/2018,24,0.2,-0.8,1.3
27/03/2018,1,-0.2,-1.0,1.3
27/03/2018,2,-0.4,-0.9,0.8
27/03/2018,3,-0.4,-0.8,0.8
27/03/2018,4,-0.4,-0.8,0.8
27/03/2018,5,1.0,-0.3,1.3
27/03/2018,6,3.8,0.8,2.7
27/03/2018,7,2.7,0.3,2.3
27/03/2018,8,4.2,0.4,3.6
27/03/2018,9,9.0,1.0,7.4
27/03/2018,10,9.6,1.4,7.4
27/03/2018,11,8.2,1.0,6.7
27/03/2018,12,9.9,1.6,7.4
27/03/2018,13,5.5,0.5,4.8
27/03/2018,14,5.3,0.6,4.4
27/03/2018,15,6.9,1.0,5.3
27/03/2018,16,7.3,0.9,5.9
27/03/2018,17,9.9,1.8,7.3
27/03/2018,18,6.9,0.6,5.9
27/03/2018,19,5.9,0.3,5.5
27/03/2018,20,8.6,-0.1,8.8
27/03/2018,21,11.1,-0.5,11.8
27/03/2018,22,11.1,-0.6,12.0
27/03/2018,23,12.4,-0.6,13.4
27/03/2018,24,6.1,-0.5,7.1
28/03/2018,1,0.8,-1.0,2.3
28/03/2018,2,2.1,-0.5,2.9
28/03/2018,3,0.8,-0.8,1.9
28/03/2018,4,0.8,-0.6,1.7
28/03/2018,5,2.3,-0.6,3.2
28/03/2018,6,4.2,-0.3,4.6
28/03/2018,7,8.4,-0.1,8.8
28/03/2018,8,43.2,3.8,37.4
28/03/2018,9,47.2,5.3,39.2
28/03/2018,10,36.1,5.0,28.5
28/03/2018,11,26.5,3.5,21.2
28/03/2018,12,14.3,3.0,9.7
28/03/2018,13,6.3,0.9,5.0
28/03/2018,14,6.7,1.1,5.0
28/03/2018,15,8.4,1.5,6.1
28/03/2018,16,7.6,1.1,5.9
28/03/2018,17,10.5,1.5,8.2
28/03/2018,18,13.6,1.1,11.8
28/03/2018,19,14.3,0.9,13.0
28/03/2018,20,8.6,0.0,8.6
28/03/2018,21,18.9,0.8,17.8
28/03/2018,22,23.1,0.8,22.0
28/03/2018,23,11.1,-0.3,11.3
28/03/2018,24,11.7,0.0,11.7
29/03/2018,1,6.9,-0.4,7.4
29/03/2018,2,6.5,-0.6,7.4
29/03/2018,3,3.6,-0.5,4.4
29/03/2018,4,2.7,-0.9,4.0
29/03/2018,5,7.3,-0.4,7.6
29/03/2018,6,9.0,-0.6,9.7
29/03/2018,7,17.6,0.8,16.4
29/03/2018,8,14.3,1.4,12.2
29/03/2018,9,32.7,5.1,24.8
29/03/2018,10,26.4,4.3,19.9
29/03/2018,11,17.8,3.0,13.2
29/03/2018,12,16.2,2.8,12.0
29/03/2018,13,15.3,2.3,11.7
29/03/2018,14,15.5,1.9,12.6
29/03/2018,15,11.1,1.4,9.0
29/03/2018,16,10.3,1.4,8.4
29/03/2018,17,13.0,1.1,11.1
29/03/2018,18,23.3,2.3,19.9
29/03/2018,19,21.2,1.1,19.5
29/03/2018,20,7.8,-0.4,8.4
29/03/2018,21,10.1,-0.4,10.9
29/03/2018,22,6.1,-0.5,6.9
29/03/2018,23,4.4,-0.8,5.5
29/03/2018,24,6.1,-0.8,7.1
30/03/2018,1,5.3,-0.5,6.3
30/03/2018,2,5.9,-0.1,6.3
30/03/2018,3,6.7,-0.4,7.3
30/03/2018,4,4.6,-0.6,5.5
30/03/2018,5,2.9,-0.6,3.8
30/03/2018,6,2.1,-0.5,2.9
30/03/2018,7,2.5,-0.5,3.4
30/03/2018,8,3.6,-0.5,4.4
30/03/2018,9,4.2,-0.5,5.0
30/03/2018,10,6.9,0.0,6.9
30/03/2018,11,7.3,0.6,6.3
30/03/2018,12,6.9,1.1,5.2
30/03/2018,13,5.3,0.3,5.0
30/03/2018,14,5.7,0.4,5.3
30/03/2018,15,12.0,1.5,9.7
30/03/2018,16,5.9,0.4,5.3
30/03/2018,17,7.1,0.5,6.3
30/03/2018,18,6.7,0.1,6.5
30/03/2018,19,8.8,0.1,8.4
30/03/2018,20,9.6,0.0,9.6
30/03/2018,21,15.5,0.3,15.3
30/03/2018,22,13.0,-0.5,13.8
30/03/2018,23,10.1,-0.5,10.9
30/03/2018,24,5.3,-0.6,6.3
31/03/2018,1,2.7,-0.6,3.8
31/03/2018,2,1.9,-0.6,2.9
31/03/2018,3,1.7,-0.6,2.9
31/03/2018,4,1.7,-0.5,2.5
31/03/2018,5,3.4,-0.4,4.2
31/03/2018,6,4.2,-0.4,4.8
31/03/2018,7,8.2,-0.4,8.8
31/03/2018,8,42.4,7.1,31.5
31/03/2018,9,20.6,2.0,17.6
31/03/2018,10,5.5,0.1,5.3
31/03/2018,11,3.1,-0.1,3.2
31/03/2018,12,5.5,0.1,5.5
31/03/2018,13,5.7,0.3,5.3
31/03/2018,14,4.4,0.0,4.2
31/03/2018,15,4.2,-0.1,4.2
31/03/2018,16,5.2,-0.1,5.3
31/03/2018,17,5.9,0.3,5.5
31/03/2018,18,5.7,0.1,5.5
31/03/2018,19,5.7,-0.1,5.9
31/03/2018,20,7.4,-0.3,7.8
31/03/2018,21,9.6,-0.6,10.5
31/03/2018,22,19.9,-0.3,20.2
31/03/2018,23,28.7,0.5,28.1
31/03/2018,24,40.9,0.8,39.7
01/04/2018,1,15.9,-0.5,16.6
01/04/2018,2,6.5,-0.8,7.6
01/04/2018,3,5.0,-0.6,5.7
01/04/2018,4,3.8,-0.6,4.8
01/04/2018,5,3.1,-0.9,4.4
01/04/2018,6,3.8,-0.5,4.6
01/04/2018,7,5.2,-0.5,6.1
01/04/2018,8,4.4,-0.4,5.0
01/04/2018,9,5.5,0.0,5.5
01/04/2018,10,4.2,-0.3,4.6
01/04/2018,11,5.5,0.0,5.3
01/04/2018,12,6.7,0.3,6.3
01/04/2018,13,9.6,0.9,8.2
01/04/2018,14,9.0,0.5,8.0
01/04/2018,15,9.0,0.6,8.0
01/04/2018,16,7.6,0.5,6.9
01/04/2018,17,4.4,-0.3,5.0
01/04/2018,18,11.1,0.3,10.7
01/04/2018,19,11.5,0.0,11.5
01/04/2018,20,15.1,0.0,15.1
01/04/2018,21,13.6,0.0,13.6
01/04/2018,22,8.4,-0.4,8.8
01/04/2018,23,2.9,-0.6,3.8
01/04/2018,24,1.7,-0.5,2.7
02/04/2018,1,1.3,-0.6,2.5
02/04/2018,2,2.1,-0.6,3.1
02/04/2018,3,2.5,-0.8,3.6
02/04/2018,4,2.7,-0.6,3.6
02/04/2018,5,2.5,-0.6,3.2
02/04/2018,6,2.3,-0.6,3.4
02/04/2018,7,2.3,-0.8,3.4
02/04/2018,8,2.9,-0.6,3.8
02/04/2018,9,2.5,-0.8,3.6
02/04/2018,10,2.9,-0.6,3.8
02/04/2018,11,3.2,-0.6,4.2
02/04/2018,12,4.0,-0.4,4.6
02/04/2018,13,4.4,-0.4,5.0
02/04/2018,14,6.7,0.0,6.7
02/04/2018,15,7.4,-0.3,7.8
02/04/2018,16,6.9,-0.3,7.3
02/04/2018,17,9.4,0.0,9.4
02/04/2018,18,9.9,-0.1,10.1
02/04/2018,19,8.0,-0.5,8.8
02/04/2018,20,7.3,-0.4,8.0
02/04/2018,21,13.4,1.3,11.5
02/04/2018,22,10.5,0.5,9.7
02/04/2018,23,8.6,0.5,7.8
02/04/2018,24,7.6,0.4,7.1
03/04/2018,1,6.7,0.1,6.5
03/04/2018,2,5.2,0.0,5.3
03/04/2018,3,5.0,0.3,4.8
03/04/2018,4,4.8,0.4,4.4
03/04/2018,5,5.7,0.9,4.6
03/04/2018,6,5.7,0.9,4.6
03/04/2018,7,5.2,0.1,5.0
03/04/2018,8,8.2,1.0,6.7
03/04/2018,9,8.4,1.0,6.9
03/04/2018,10,11.3,1.5,9.0
03/04/2018,11,10.9,1.6,8.4
03/04/2018,12,12.2,1.6,9.7
03/04/2018,13,13.4,1.5,11.1
03/04/2018,14,13.6,1.8,10.9
03/04/2018,15,15.1,2.1,11.8
03/04/2018,16,21.8,3.6,16.2
03/04/2018,17,25.8,4.5,18.9
03/04/2018,18,31.9,7.3,20.8
03/04/2018,19,12.0,0.4,11.5
03/04/2018,20,9.4,-0.3,9.6
03/04/2018,21,8.8,-0.4,9.4
03/04/2018,22,7.1,-0.5,7.8
03/04/2018,23,3.4,-0.4,4.0
03/04/2018,24,2.3,-0.8,3.4
04/04/2018,1,1.5,-0.8,2.5
04/04/2018,2,1.0,-0.8,2.1
04/04/2018,3,1.1,-0.6,2.1
04/04/2018,4,0.2,-0.9,1.5
04/04/2018,5,0.2,-0.8,1.3
04/04/2018,6,0.4,-0.8,1.3
04/04/2018,7,4.4,-0.1,4.4
04/04/2018,8,11.5,0.9,10.1
04/04/2018,9,35.7,12.9,16.0
04/04/2018,10,8.4,0.9,7.1
04/04/2018,11,8.6,1.1,6.7
04/04/2018,12,8.4,1.5,6.1
04/04/2018,13,7.4,1.1,5.9
04/04/2018,14,7.8,1.3,5.9
04/04/2018,15,7.6,1.3,5.7
04/04/2018,16,6.3,0.9,5.0
04/04/2018,17,6.5,0.9,5.0
04/04/2018,18,7.4,0.8,6.3
04/04/2018,19,5.7,0.3,5.3
04/04/2018,20,7.8,0.0,7.6
04/04/2018,21,18.1,1.4,16.0
04/04/2018,22,13.8,-0.1,13.9
04/04/2018,23,14.1,0.1,13.9
04/04/2018,24,17.4,0.1,17.0
05/04/2018,1,15.1,-0.3,15.5
05/04/2018,2,12.8,-0.3,13.2
05/04/2018,3,14.3,0.1,14.1
05/04/2018,4,18.7,1.5,16.4
05/04/2018,5,20.8,2.9,16.4
05/04/2018,6,30.9,4.5,24.1
05/04/2018,7,27.3,2.9,22.9
05/04/2018,8,60.4,13.3,40.1
05/04/2018,9,52.0,11.6,34.2
05/04/2018,10,21.4,4.1,15.1
05/04/2018,11,11.3,2.3,7.8
05/04/2018,12,9.0,1.8,6.3
05/04/2018,13,14.3,3.1,9.6
05/04/2018,14,14.7,2.9,10.3
05/04/2018,15,10.1,1.8,7.4
05/04/2018,16,12.6,2.1,9.6
05/04/2018,17,7.8,0.9,6.5
05/04/2018,18,6.7,0.6,5.7
05/04/2018,19,8.0,0.5,7.3
05/04/2018,20,13.9,1.9,11.1
05/04/2018,21,5.7,0.0,5.7
05/04/2018,22,3.4,-0.6,4.4
05/04/2018,23,2.7,-0.6,3.6
05/04/2018,24,1.3,-0.8,2.7
06/04/2018,1,1.3,-0.6,2.3
06/04/2018,2,0.8,-0.8,1.9
06/04/2018,3,0.6,-0.8,1.7
06/04/2018,4,0.6,-0.9,1.7
06/04/2018,5,0.6,-0.9,1.9
06/04/2018,6,0.8,-0.8,1.9
06/04/2018,7,3.8,-0.1,4.0
06/04/2018,8,5.5,0.4,5.0
06/04/2018,9,9.4,0.6,8.4
06/04/2018,10,11.8,0.8,10.7
06/04/2018,11,14.1,2.3,10.7
06/04/2018,12,9.7,1.1,8.0
06/04/2018,13,9.6,1.3,7.6
06/04/2018,14,10.3,1.4,8.2
06/04/2018,15,12.0,2.1,8.8
06/04/2018,16,9.6,1.4,7.4
06/04/2018,17,6.7,0.6,5.5
06/04/2018,18,5.7,0.1,5.5
06/04/2018,19,4.2,-0.3,4.6
06/04/2018,20,5.0,-0.4,5.5
06/04/2018,21,1.7,-0.6,2.7
06/04/2018,22,1.0,-0.8,2.1
06/04/2018,23,2.3,-0.9,3.4
06/04/2018,24,1.0,-0.8,2.1
07/04/2018,1,2.9,-0.9,4.2
07/04/2018,2,2.3,-0.8,3.4
07/04/2018,3,7.6,-0.5,8.4
07/04/2018,4,7.1,-0.5,7.8
07/04/2018,5,12.6,-0.1,13.0
07/04/2018,6,6.3,-0.5,7.1
07/04/2018,7,19.7,0.4,19.1
07/04/2018,8,38.0,6.4,28.3
07/04/2018,9,22.5,2.1,19.3
07/04/2018,10,18.9,1.8,16.2
07/04/2018,11,40.9,7.6,29.2
07/04/2018,12,15.5,1.5,13.2
07/04/2018,13,3.8,-0.3,4.4
07/04/2018,14,3.2,-0.1,3.4
07/04/2018,15,2.5,-0.4,3.1
07/04/2018,16,1.7,-0.6,2.7
07/04/2018,17,1.7,-0.4,2.3
07/04/2018,18,1.7,-0.4,2.3
07/04/2018,19,3.4,-0.5,4.2
07/04/2018,20,4.6,-0.6,5.7
07/04/2018,21,6.7,-0.6,7.6
07/04/2018,22,12.8,-0.5,13.6
07/04/2018,23,16.4,-0.5,17.2
07/04/2018,24,12.8,-0.3,13.2
08/04/2018,1,12.4,-0.8,13.6
08/04/2018,2,17.8,-0.1,18.0
08/04/2018,3,8.2,-0.5,9.0
08/04/2018,4,6.5,-0.5,7.3
08/04/2018,5,3.4,-0.6,4.4
08/04/2018,6,5.9,-0.3,6.5
08/04/2018,7,4.6,-0.6,5.5
08/04/2018,8,5.7,-0.4,6.3
08/04/2018,9,3.1,-0.4,3.6
08/04/2018,10,4.6,-0.3,5.0
08/04/2018,11,6.5,0.3,5.9
08/04/2018,12,9.2,0.9,7.8
08/04/2018,13,6.5,0.3,6.1
08/04/2018,14,4.8,0.1,4.8
08/04/2018,15,4.6,0.0,4.6
08/04/2018,16,5.3,0.1,5.3
08/04/2018,17,4.6,-0.4,5.2
08/04/2018,18,4.8,-0.1,5.2
08/04/2018,19,7.3,-0.1,7.4
08/04/2018,20,6.5,-0.3,6.9
08/04/2018,21,11.1,-0.5,11.8
08/04/2018,22,11.3,-0.4,11.8
08/04/2018,23,8.4,-0.5,9.4
08/04/2018,24,8.4,-0.8,9.4
09/04/2018,1,15.1,-0.4,15.7
09/04/2018,2,18.5,0.1,18.5
09/04/2018,3,9.9,-0.5,10.7
09/04/2018,4,11.1,0.5,10.3
09/04/2018,5,12.8,0.3,12.2
09/04/2018,6,19.5,1.4,17.4
09/04/2018,7,21.6,3.0,17.0
09/04/2018,8,26.7,2.6,22.7
09/04/2018,9,27.5,4.6,20.4
09/04/2018,10,21.0,5.3,12.8
09/04/2018,11,13.0,2.8,8.6
09/04/2018,12,22.9,6.0,13.8
09/04/2018,13,21.4,6.1,12.0
09/04/2018,14,38.2,12.9,18.5
09/04/2018,15,26.9,7.3,15.9
09/04/2018,16,11.1,1.8,8.6
09/04/2018,17,13.4,1.6,10.9
09/04/2018,18,15.5,1.1,13.8
09/04/2018,19,24.1,1.0,22.5
09/04/2018,20,11.3,-0.1,11.5
09/04/2018,21,14.1,0.0,14.3
09/04/2018,22,14.1,-0.1,14.3
09/04/2018,23,7.6,-0.4,8.2
09/04/2018,24,7.8,-0.5,8.8
10/04/2018,1,2.7,-0.6,3.6
10/04/2018,2,2.9,-0.8,3.8
10/04/2018,3,2.5,-0.5,3.4
10/04/2018,4,2.5,-0.8,3.6
10/04/2018,5,2.5,-0.8,3.6
10/04/2018,6,2.7,-0.8,3.6
10/04/2018,7,8.2,1.0,6.7
10/04/2018,8,8.2,0.5,7.4
10/04/2018,9,8.8,0.8,7.4
10/04/2018,10,22.2,4.8,14.9
10/04/2018,11,23.3,7.3,12.2
10/04/2018,12,40.1,12.1,21.6
10/04/2018,13,33.6,9.4,19.5
10/04/2018,14,32.3,8.4,19.5
10/04/2018,15,26.7,6.0,17.4
10/04/2018,16,25.0,5.5,16.6
10/04/2018,17,16.0,2.3,12.6
10/04/2018,18,21.8,4.0,15.7
10/04/2018,19,15.5,2.1,12.2
10/04/2018,20,7.8,0.0,7.8
10/04/2018,21,9.4,-0.3,9.6
10/04/2018,22,7.1,-0.5,8.0
10/04/2018,23,5.3,-0.5,6.1
10/04/2018,24,5.7,-0.5,6.5
11/04/2018,1,3.4,-0.6,4.4
11/04/2018,2,2.9,-0.5,3.6
11/04/2018,3,2.3,-0.8,3.2
11/04/2018,4,2.3,-0.6,3.2
11/04/2018,5,1.7,-0.6,2.9
11/04/2018,6,3.4,-0.5,4.0
11/04/2018,7,7.3,0.8,6.1
11/04/2018,8,10.3,0.3,9.7
11/04/2018,9,25.0,5.6,16.4
11/04/2018,10,97.2,38.4,38.4
11/04/2018,11,37.6,11.4,20.2
11/04/2018,12,70.1,26.0,30.4
11/04/2018,13,30.8,7.6,18.9
11/04/2018,14,19.5,2.1,16.2
11/04/2018,15,22.7,4.1,16.4
11/04/2018,16,16.8,2.0,13.8
11/04/2018,17,13.9,1.3,12.2
11/04/2018,18,18.7,1.6,16.2
11/04/2018,19,23.3,1.9,20.4
11/04/2018,20,56.5,14.5,34.4
11/04/2018,21,117.5,39.6,56.9
11/04/2018,22,33.8,5.1,26.2
11/04/2018,23,7.3,-0.5,8.0
11/04/2018,24,3.4,-0.6,4.4
12/04/2018,1,4.2,-0.6,5.0
12/04/2018,2,8.8,-0.5,9.4
12/04/2018,3,11.5,-0.4,11.8
12/04/2018,4,4.4,-0.5,5.2
12/04/2018,5,5.9,-0.4,6.5
12/04/2018,6,6.3,-0.1,6.5
12/04/2018,7,13.6,0.6,12.4
12/04/2018,8,29.2,4.0,23.1
12/04/2018,9,27.9,3.3,22.9
12/04/2018,10,15.3,1.6,13.0
12/04/2018,11,18.0,2.1,14.7
12/04/2018,12,35.3,8.5,22.3
12/04/2018,13,20.1,2.3,16.6
12/04/2018,14,27.3,4.0,21.2
12/04/2018,15,20.8,1.9,18.0
12/04/2018,16,35.1,8.0,23.1
12/04/2018,17,25.4,4.3,18.9
12/04/2018,18,34.2,8.0,22.0
12/04/2018,19,12.6,0.6,11.5
12/04/2018,20,8.2,-0.1,8.6
12/04/2018,21,11.8,-0.4,12.4
12/04/2018,22,12.2,-0.4,12.8
12/04/2018,23,10.9,-0.4,11.3
12/04/2018,24,7.3,-0.5,8.0
13/04/2018,1,6.7,-0.6,7.8
13/04/2018,2,5.0,-0.6,5.9
13/04/2018,3,3.6,-0.6,4.6
13/04/2018,4,4.4,-0.6,5.3
13/04/2018,5,4.6,-0.4,5.2
13/04/2018,6,7.1,-0.3,7.4
13/04/2018,7,46.8,15.6,22.7
13/04/2018,8,42.2,11.8,24.3
13/04/2018,9,22.7,2.6,18.7
13/04/2018,10,22.7,3.0,18.1
13/04/2018,11,15.1,2.1,12.0
13/04/2018,12,13.2,1.8,10.3
13/04/2018,13,9.4,1.1,7.6
13/04/2018,14,9.6,1.3,7.6
13/04/2018,15,8.8,1.0,7.3
13/04/2018,16,11.5,0.9,9.9
13/04/2018,17,8.4,0.6,7.6
13/04/2018,18,10.3,0.5,9.7
13/04/2018,19,7.4,-0.1,7.6
13/04/2018,20,10.9,0.3,10.5
13/04/2018,21,16.6,0.0,16.6
13/04/2018,22,20.2,0.1,20.1
13/04/2018,23,8.6,0.0,8.8
13/04/2018,24,4.6,-0.4,5.3
14/04/2018,1,4.0,-0.3,4.4
14/04/2018,2,3.2,-0.6,4.2
14/04/2018,3,4.0,-0.5,5.0
14/04/2018,4,3.2,-0.4,3.8
14/04/2018,5,1.9,-0.5,2.7
14/04/2018,6,1.3,-0.6,2.3
14/04/2018,7,2.1,-0.5,3.1
14/04/2018,8,5.5,0.0,5.5
14/04/2018,9,5.9,0.4,5.5
14/04/2018,10,5.2,0.1,5.0
14/04/2018,11,5.9,0.5,5.2
14/04/2018,12,4.8,0.4,4.2
14/04/2018,13,4.4,0.3,4.2
14/04/2018,14,4.8,0.4,4.2
14/04/2018,15,4.4,0.3,4.0
14/04/2018,16,4.6,0.3,4.2
14/04/2018,17,3.8,0.3,3.4
14/04/2018,18,4.4,0.0,4.2
14/04/2018,19,5.0,0.0,5.0
14/04/2018,20,5.0,-0.1,5.2
14/04/2018,21,4.6,-0.3,4.8
14/04/2018,22,3.1,-0.4,3.8
14/04/2018,23,2.5,-0.4,3.1
14/04/2018,24,3.2,-0.3,3.6
15/04/2018,1,2.5,-0.4,3.1
15/04/2018,2,1.9,-0.4,2.7
15/04/2018,3,1.7,-0.5,2.3
15/04/2018,4,1.5,-0.5,2.3
15/04/2018,5,1.1,-0.6,2.1
15/04/2018,6,1.3,-0.5,2.1
15/04/2018,7,1.3,-0.4,1.9
15/04/2018,8,1.0,-0.6,1.9
15/04/2018,9,2.1,-0.3,2.5
15/04/2018,10,1.9,-0.3,2.3
15/04/2018,11,1.9,-0.3,2.3
15/04/2018,12,2.9,-0.1,3.1
15/04/2018,13,2.7,0.0,2.7
15/04/2018,14,2.9,0.0,2.9
15/04/2018,15,3.2,0.1,3.1
15/04/2018,16,3.2,0.0,3.2
15/04/2018,17,3.8,0.1,3.8
15/04/2018,18,4.6,0.3,4.2
15/04/2018,19,5.9,0.4,5.3
15/04/2018,20,4.4,-0.1,4.6
15/04/2018,21,2.7,-0.4,3.2
15/04/2018,22,2.5,-0.3,2.9
15/04/2018,23,1.9,-0.4,2.5
15/04/2018,24,1.0,-0.5,1.7
16/04/2018,1,0.0,-0.6,1.0
16/04/2018,2,0.2,-0.6,1.1
16/04/2018,3,-0.2,-0.6,0.8
